Event ID,Event Date,Reported By,Employee,Event Creation Date,ORGANIZATIONAL UNIT
1224668 : AAFLT DE DENOR Y AEIILMPZ EN AEMS DE AABJORT,2019-06-23,Aegln Del Caillost Eainopsz,111789 : Aegln Del Caillost Eainopsz,2018-06-10,MINE MAINTENANCE
1225668 : Iacceinnort aeiilmpz Faes 1C cno adimno de Paal 03,2019-06-23,Vaeilnnt Zabellos Caillost,013466 : Vaeilnnt Zabellos Caillost,2018-06-10,MINE OPERATIONS
1245668 : Vais aabelorssz opr ailluv,2019-06-23,Vaeilnnt Zabellos Caillost,013466 : Vaeilnnt Zabellos Caillost,2018-06-10,MINE OPERATIONS
1255668 : Paelnors de GMM no aiiltuz los erst nopstu de aoopy al birsu,2019-06-23,Alnoos Gemoz Zabellos,015689 : Alnoos Gemoz Zabellos,2018-06-10,CONCENTRATOR PLANT
1256678 : Maader en SUU 007,2019-06-23,Eerv Maaimn Madenoz,011888 : Eerv Maaimn Madenoz,2018-06-10,CONCENTRATOR PLANT
1246668 : acimno de aaadiimnnt aadglmoor en aiv 1amort,2019-06-23,Abelort Oadej Ailvz,001169 : Abelort Oadej Ailvz,2018-06-10,MINE MAINTENANCE
1266668 : Aaeilmns en aceinstó de bbemoo,2019-06-23,Eerv Maaimn Madenoz,011888 : Eerv Maaimn Madenoz,2018-06-10,CONCENTRATOR PLANT
1126678 : Paelnors no aaagp celsu de ssu acfiinos al ailrs,2019-06-23,Lisu Rbelos Daesuñ,017899 : Lisu Rbelos Daesuñ,2018-06-10,MINE MAINTENANCE
1226678 : Baellost de acilopt en al alotv .aaceimnot,2019-06-23,Rachir Aaclnor Haaimnu,000139 : Rachir Aaclnor Haaimnu,2018-06-10,MINE MAINTENANCE
1236678 : Paelnors no aiiltuz cinnortu de addegirsu,2019-06-23,Haiilor Ramos Cahiimptuz,011159 : Haiilor Ramos Cahiimptuz,2018-06-10,MINE MAINTENANCE
1266778 : NO AIILNTUZ AAAMNOPSS,2019-06-23,Caers Ceinorss Vael,001379 : Caers Ceinorss Vael,2018-06-10,MINE MAINTENANCE
1266788 : Paelnors no asu erst nopstu de aoopy,2019-06-23,Jimmy Hadeeir Madenoz,011458 : Jimmy Hadeeir Madenoz,2018-06-10,MINE MAINTENANCE
1266789 : Einorttx ins cceiinnpsó aelmnsu,2019-06-23,Gabeilr Sacehnz Aaddenr,113359 : Gabeilr Sacehnz Aaddenr,2018-06-10,INFRASTRUCTURE
1126688 : Paosñ y aoprst aacdimnnoost cno bbceilmostu,2019-06-23,Gabeilr Sacehnz Aaddenr,113359 : Gabeilr Sacehnz Aaddenr,2018-06-10,INFRASTRUCTURE
1226688 : Eaacelrs aeijrt ins acceiinnoprs,2019-06-23,Gabeilr Sacehnz Aaddenr,113359 : Gabeilr Sacehnz Aaddenr,2018-06-10,INFRASTRUCTURE
1236688 : Gaabeemmnor de aopz de adiiilosvx aceimnoz a aaeelnrstv,2019-06-23,Janu Remoor Vaeeilnnt,001689 : Janu Remoor Vaeeilnnt,2018-06-10,ENVIRONMENT
1246688 : ccdnoortu no cclooo efnor aalmnu acdnou es aaceinost aceimno,2019-06-23,Dadiv Rajos Haallpu,014689 : Dadiv Rajos Haallpu,2018-06-10,MINE MAINTENANCE
